# x_m,y_m,w_tr_right_m,w_tr_left_m
17.9809,0.4625,0.7123,0.7123
17.9939,0.4625,0.7123,0.7123
18.0069,0.4625,0.7124,0.7124
18.0199,0.4625,0.7124,0.7124
18.0329,0.4625,0.7126,0.7126
18.0459,0.4625,0.7127,0.7127
18.0591,0.4623,0.7126,0.7126
18.0721,0.4623,0.7123,0.7123
18.0801,0.4673,0.7172,0.7172
18.0864,0.4740,0.7240,0.7240
18.0980,0.4753,0.7254,0.7254
18.1114,0.4750,0.7250,0.7250
18.1244,0.4750,0.7250,0.7250
18.1374,0.4750,0.7250,0.7250
18.1504,0.4750,0.7250,0.7250
18.1637,0.4747,0.7247,0.7247
18.1756,0.4758,0.7258,0.7258
18.1821,0.4823,0.7323,0.7323
18.1898,0.4876,0.7376,0.7376
18.2027,0.4877,0.7377,0.7377
18.2159,0.4875,0.7375,0.7375
18.2290,0.4874,0.7375,0.7375
18.2419,0.4874,0.7375,0.7375
18.2549,0.4875,0.7375,0.7375
18.2679,0.4875,0.7375,0.7375
18.2809,0.4875,0.7375,0.7375
18.2939,0.4876,0.7375,0.7375
18.3069,0.4876,0.7375,0.7375
18.3199,0.4876,0.7375,0.7375
18.3329,0.4876,0.7375,0.7375
18.3459,0.4875,0.7375,0.7375
18.3589,0.4875,0.7375,0.7375
18.3719,0.4875,0.7375,0.7375
18.3849,0.4875,0.7375,0.7375
18.3979,0.4875,0.7375,0.7375
18.4109,0.4874,0.7375,0.7375
18.4239,0.4874,0.7375,0.7375
18.4370,0.4874,0.7375,0.7375
18.4500,0.4874,0.7375,0.7375
18.4630,0.4874,0.7375,0.7375
18.4759,0.4874,0.7375,0.7375
18.4889,0.4875,0.7375,0.7375
18.5019,0.4875,0.7375,0.7375
18.5149,0.4876,0.7375,0.7375
18.5278,0.4877,0.7375,0.7375
18.5408,0.4877,0.7374,0.7374
18.5538,0.4878,0.7374,0.7374
18.5668,0.4877,0.7374,0.7374
18.5800,0.4874,0.7375,0.7375
18.5932,0.4869,0.7376,0.7376
18.6064,0.4867,0.7377,0.7377
18.6187,0.4882,0.7377,0.7377
18.6297,0.4925,0.7373,0.7373
18.6401,0.4983,0.7369,0.7369
18.6520,0.5014,0.7373,0.7373
18.6661,0.5003,0.7384,0.7384
18.6795,0.4990,0.7381,0.7381
18.6892,0.5019,0.7345,0.7345
18.6956,0.5090,0.7283,0.7283
18.7050,0.5129,0.7249,0.7249
18.7180,0.5127,0.7248,0.7248
18.7312,0.5125,0.7249,0.7249
18.7443,0.5124,0.7250,0.7250
18.7573,0.5124,0.7250,0.7250
18.7703,0.5124,0.7250,0.7250
18.7833,0.5125,0.7251,0.7251
18.7963,0.5125,0.7251,0.7251
18.8092,0.5125,0.7251,0.7251
18.8222,0.5125,0.7251,0.7251
18.8352,0.5125,0.7250,0.7250
18.8482,0.5125,0.7250,0.7250
18.8612,0.5125,0.7250,0.7250
18.8742,0.5125,0.7250,0.7250
18.8872,0.5125,0.7250,0.7250
18.9002,0.5125,0.7249,0.7249
18.9132,0.5125,0.7249,0.7249
18.9262,0.5125,0.7249,0.7249
18.9392,0.5125,0.7249,0.7249
18.9522,0.5125,0.7249,0.7249
18.9652,0.5125,0.7249,0.7249
18.9782,0.5125,0.7249,0.7249
18.9912,0.5125,0.7250,0.7250
19.0043,0.5125,0.7251,0.7251
19.0173,0.5125,0.7251,0.7251
19.0303,0.5125,0.7252,0.7252
19.0433,0.5125,0.7253,0.7253
19.0563,0.5125,0.7253,0.7253
19.0693,0.5125,0.7252,0.7252
19.0822,0.5125,0.7250,0.7250
19.0952,0.5125,0.7247,0.7247
19.1081,0.5125,0.7241,0.7241
19.1210,0.5125,0.7233,0.7233
19.1338,0.5125,0.7221,0.7221
19.1466,0.5125,0.7206,0.7206
19.1594,0.5125,0.7189,0.7189
19.1722,0.5125,0.7171,0.7171
19.1850,0.5125,0.7154,0.7154
19.1979,0.5125,0.7141,0.7141
19.2108,0.5125,0.7132,0.7132
19.2237,0.5125,0.7128,0.7128
19.2367,0.5125,0.7126,0.7126
19.2497,0.5125,0.7126,0.7126
19.2628,0.5125,0.7125,0.7125
19.2758,0.5125,0.7125,0.7125
19.2888,0.5125,0.7125,0.7125
19.3018,0.5125,0.7125,0.7125
19.3148,0.5125,0.7125,0.7125
19.3278,0.5125,0.7125,0.7125
19.3408,0.5125,0.7125,0.7125
19.3538,0.5125,0.7125,0.7125
19.3668,0.5125,0.7125,0.7125
19.3798,0.5125,0.7125,0.7125
19.3928,0.5125,0.7125,0.7125
19.4058,0.5125,0.7125,0.7125
19.4188,0.5125,0.7125,0.7125
19.4318,0.5125,0.7125,0.7125
19.4448,0.5125,0.7125,0.7125
19.4578,0.5125,0.7125,0.7125
19.4708,0.5125,0.7125,0.7125
19.4838,0.5125,0.7125,0.7125
19.4968,0.5125,0.7125,0.7125
19.5098,0.5125,0.7125,0.7125
19.5228,0.5125,0.7125,0.7125
19.5358,0.5125,0.7125,0.7125
19.5488,0.5125,0.7125,0.7125
19.5618,0.5125,0.7125,0.7125
19.5748,0.5125,0.7125,0.7125
19.5878,0.5125,0.7125,0.7125
19.6008,0.5125,0.7125,0.7125
19.6138,0.5125,0.7125,0.7125
19.6268,0.5125,0.7125,0.7125
19.6398,0.5125,0.7125,0.7125
19.6528,0.5125,0.7125,0.7125
19.6658,0.5125,0.7125,0.7125
19.6788,0.5125,0.7125,0.7125
19.6918,0.5125,0.7125,0.7125
19.7048,0.5125,0.7125,0.7125
19.7178,0.5125,0.7125,0.7125
19.7308,0.5125,0.7125,0.7125
19.7438,0.5125,0.7125,0.7125
19.7568,0.5125,0.7125,0.7125
19.7698,0.5125,0.7125,0.7125
19.7828,0.5125,0.7125,0.7125
19.7958,0.5125,0.7125,0.7125
19.8088,0.5125,0.7125,0.7125
19.8218,0.5125,0.7125,0.7125
19.8348,0.5124,0.7125,0.7125
19.8478,0.5124,0.7125,0.7125
19.8608,0.5124,0.7125,0.7125
19.8738,0.5124,0.7125,0.7125
19.8868,0.5124,0.7125,0.7125
19.8998,0.5124,0.7125,0.7125
19.9128,0.5124,0.7125,0.7125
19.9258,0.5124,0.7125,0.7125
19.9388,0.5124,0.7125,0.7125
19.9518,0.5124,0.7125,0.7125
19.9648,0.5125,0.7125,0.7125
19.9778,0.5125,0.7125,0.7125
19.9908,0.5125,0.7125,0.7125
20.0038,0.5125,0.7125,0.7125
20.0168,0.5126,0.7125,0.7125
20.0298,0.5126,0.7125,0.7125
20.0428,0.5126,0.7125,0.7125
20.0558,0.5126,0.7125,0.7125
20.0688,0.5126,0.7125,0.7125
20.0817,0.5127,0.7125,0.7125
20.0947,0.5127,0.7125,0.7125
20.1077,0.5127,0.7125,0.7125
20.1208,0.5126,0.7125,0.7125
20.1338,0.5126,0.7125,0.7125
20.1468,0.5125,0.7125,0.7125
20.1598,0.5125,0.7125,0.7125
20.1728,0.5124,0.7125,0.7125
20.1859,0.5123,0.7125,0.7125
20.1989,0.5122,0.7125,0.7125
20.2120,0.5120,0.7125,0.7125
20.2251,0.5118,0.7125,0.7125
20.2380,0.5121,0.7125,0.7125
20.2497,0.5152,0.7125,0.7125
20.2600,0.5219,0.7126,0.7126
20.2713,0.5256,0.7124,0.7124
20.2844,0.5253,0.7123,0.7123
20.2982,0.5243,0.7130,0.7130
20.3103,0.5254,0.7122,0.7122
20.3185,0.5303,0.7075,0.7075
20.3258,0.5358,0.7018,0.7018
20.3365,0.5381,0.6994,0.6994
20.3495,0.5381,0.6993,0.6993
20.3629,0.5378,0.6996,0.6996
20.3761,0.5375,0.6998,0.6998
20.3892,0.5374,0.7000,0.7000
20.4023,0.5373,0.7001,0.7001
20.4153,0.5373,0.7002,0.7002
20.4283,0.5373,0.7003,0.7003
20.4413,0.5374,0.7003,0.7003
20.4542,0.5375,0.7003,0.7003
20.4672,0.5375,0.7002,0.7002
20.4801,0.5376,0.7001,0.7001
20.4931,0.5376,0.7000,0.7000
20.5060,0.5376,0.6999,0.6999
20.5190,0.5376,0.6998,0.6998
20.5320,0.5376,0.6997,0.6997
20.5450,0.5376,0.6996,0.6996
20.5581,0.5375,0.6996,0.6996
20.5711,0.5375,0.6996,0.6996
20.5841,0.5375,0.6997,0.6997
20.5972,0.5374,0.6998,0.6998
20.6102,0.5374,0.7000,0.7000
20.6232,0.5374,0.7003,0.7003
20.6363,0.5375,0.7005,0.7005
20.6493,0.5375,0.7007,0.7007
20.6623,0.5375,0.7008,0.7008
20.6752,0.5375,0.7006,0.7006
20.6882,0.5375,0.7003,0.7003
20.7011,0.5375,0.6997,0.6997
20.7139,0.5375,0.6987,0.6987
20.7268,0.5375,0.6975,0.6975
20.7396,0.5375,0.6959,0.6959
20.7524,0.5375,0.6943,0.6943
20.7652,0.5375,0.6928,0.6928
20.7780,0.5375,0.6914,0.6914
20.7909,0.5375,0.6903,0.6903
20.8038,0.5375,0.6894,0.6894
20.8168,0.5375,0.6887,0.6887
20.8297,0.5375,0.6882,0.6882
20.8427,0.5375,0.6878,0.6878
20.8557,0.5375,0.6875,0.6875
20.8687,0.5375,0.6874,0.6874
20.8817,0.5375,0.6872,0.6872
20.8947,0.5375,0.6872,0.6872
20.9077,0.5375,0.6872,0.6872
20.9207,0.5375,0.6872,0.6872
20.9337,0.5375,0.6873,0.6873
20.9467,0.5375,0.6874,0.6874
20.9597,0.5375,0.6875,0.6875
20.9727,0.5375,0.6875,0.6875
20.9857,0.5375,0.6876,0.6876
20.9987,0.5375,0.6876,0.6876
21.0117,0.5375,0.6876,0.6876
21.0247,0.5375,0.6876,0.6876
21.0377,0.5375,0.6876,0.6876
21.0507,0.5375,0.6876,0.6876
21.0637,0.5375,0.6876,0.6876
21.0767,0.5375,0.6876,0.6876
21.0897,0.5375,0.6876,0.6876
21.1027,0.5375,0.6875,0.6875
21.1157,0.5375,0.6875,0.6875
21.1287,0.5375,0.6875,0.6875
21.1417,0.5375,0.6875,0.6875
21.1547,0.5375,0.6874,0.6874
21.1677,0.5375,0.6874,0.6874
21.1807,0.5375,0.6874,0.6874
21.1937,0.5375,0.6874,0.6874
21.2067,0.5375,0.6874,0.6874
21.2197,0.5375,0.6874,0.6874
21.2327,0.5375,0.6875,0.6875
21.2457,0.5375,0.6875,0.6875
21.2587,0.5375,0.6875,0.6875
21.2717,0.5375,0.6875,0.6875
21.2847,0.5375,0.6876,0.6876
21.2977,0.5375,0.6876,0.6876
21.3107,0.5375,0.6876,0.6876
21.3237,0.5375,0.6875,0.6875
21.3367,0.5375,0.6875,0.6875
21.3497,0.5375,0.6875,0.6875
21.3627,0.5375,0.6875,0.6875
21.3757,0.5375,0.6875,0.6875
21.3890,0.5372,0.6872,0.6872
21.4008,0.5384,0.6884,0.6884
21.4072,0.5450,0.6950,0.6950
21.4151,0.5501,0.7001,0.7001
21.4280,0.5502,0.7002,0.7002
21.4413,0.5500,0.7000,0.7000
21.4542,0.5500,0.7000,0.7000
21.4672,0.5501,0.7001,0.7001
21.4802,0.5500,0.7000,0.7000
21.4936,0.5496,0.6996,0.6996
21.5035,0.5527,0.7027,0.7027
21.5095,0.5597,0.7097,0.7097
21.5190,0.5632,0.7132,0.7132
21.5329,0.5623,0.7123,0.7123
21.5462,0.5620,0.7120,0.7120
21.5544,0.5668,0.7168,0.7168
21.5607,0.5735,0.7235,0.7235
21.5717,0.5755,0.7255,0.7255
21.5851,0.5751,0.7251,0.7251
21.5986,0.5747,0.7247,0.7247
21.6111,0.5751,0.7251,0.7251
21.6182,0.5811,0.7308,0.7308
21.6250,0.5874,0.7370,0.7370
21.6376,0.5874,0.7378,0.7378
21.6509,0.5871,0.7375,0.7375
21.6637,0.5875,0.7374,0.7374
21.6765,0.5881,0.7375,0.7375
21.6894,0.5882,0.7375,0.7375
21.7027,0.5874,0.7375,0.7375
21.7161,0.5865,0.7375,0.7375
21.7292,0.5864,0.7375,0.7375
21.7415,0.5880,0.7375,0.7375
21.7528,0.5922,0.7376,0.7376
21.7634,0.5978,0.7378,0.7378
21.7752,0.6009,0.7385,0.7385
21.7886,0.5998,0.7395,0.7395
21.8012,0.6000,0.7399,0.7399
21.8142,0.6002,0.7414,0.7414
21.8278,0.5992,0.7439,0.7439
21.8385,0.6017,0.7426,0.7426
21.8454,0.6088,0.7366,0.7366
21.8552,0.6124,0.7346,0.7346
21.8662,0.6146,0.7342,0.7342
21.8729,0.6224,0.7278,0.7278
21.8793,0.6306,0.7209,0.7209
21.8876,0.6364,0.7170,0.7170
21.8986,0.6385,0.7173,0.7173
21.9120,0.6370,0.7220,0.7220
21.9238,0.6378,0.7241,0.7241
21.9322,0.6439,0.7204,0.7204
21.9407,0.6499,0.7170,0.7170
21.9519,0.6511,0.7191,0.7191
21.9646,0.6499,0.7242,0.7242
21.9770,0.6490,0.7290,0.7290
21.9875,0.6513,0.7303,0.7303
21.9961,0.6579,0.7272,0.7272
22.0054,0.6629,0.7259,0.7259
22.0165,0.6636,0.7294,0.7294
22.0284,0.6623,0.7350,0.7350
22.0401,0.6616,0.7404,0.7404
22.0509,0.6627,0.7442,0.7442
22.0617,0.6634,0.7482,0.7482
22.0730,0.6624,0.7539,0.7539
22.0846,0.6612,0.7596,0.7596
22.0956,0.6626,0.7629,0.7629
22.1055,0.6687,0.7620,0.7620
22.1151,0.6750,0.7630,0.7630
22.1260,0.6758,0.7676,0.7676
22.1383,0.6740,0.7648,0.7648
22.1495,0.6754,0.7613,0.7613
22.1579,0.6833,0.7642,0.7642
22.1672,0.6882,0.7643,0.7643
22.1789,0.6870,0.7583,0.7583
22.1892,0.6892,0.7561,0.7561
22.1973,0.6975,0.7603,0.7603
22.2078,0.7001,0.7587,0.7587
22.2177,0.7035,0.7580,0.7580
22.2251,0.7127,0.7639,0.7639
22.2326,0.7219,0.7698,0.7698
22.2428,0.7250,0.7693,0.7693
22.2534,0.7272,0.7678,0.7678
22.2612,0.7353,0.7729,0.7729
22.2683,0.7436,0.7790,0.7790
22.2758,0.7510,0.7843,0.7843
22.2837,0.7587,0.7891,0.7891
22.2921,0.7670,0.7930,0.7930
22.3007,0.7757,0.7954,0.7954
22.3097,0.7847,0.7961,0.7961
22.3189,0.7940,0.7958,0.7958
22.3283,0.8034,0.7952,0.7952
22.3381,0.8125,0.7954,0.7954
22.3470,0.8216,0.7959,0.7959
22.3504,0.8315,0.7926,0.7926
22.3534,0.8416,0.7891,0.7891
22.3617,0.8508,0.7896,0.7896
22.3726,0.8597,0.7924,0.7924
22.3829,0.8685,0.7952,0.7952
22.3880,0.8780,0.7937,0.7937
22.3872,0.8881,0.7869,0.7869
22.3870,0.8982,0.7810,0.7810
22.3937,0.9073,0.7813,0.7813
22.4045,0.9159,0.7854,0.7854
22.4123,0.9250,0.7869,0.7869
22.4128,0.9352,0.7819,0.7819
22.4116,0.9459,0.7753,0.7753
22.4175,0.9551,0.7756,0.7756
22.4253,0.9640,0.7778,0.7778
22.4251,0.9748,0.7723,0.7723
22.4246,0.9856,0.7668,0.7668
22.4319,0.9943,0.7692,0.7692
22.4382,1.0035,0.7705,0.7705
22.4372,1.0149,0.7645,0.7645
22.4382,1.0255,0.7609,0.7609
22.4464,1.0338,0.7648,0.7648
22.4508,1.0435,0.7648,0.7648
22.4501,1.0551,0.7597,0.7597
22.4499,1.0666,0.7551,0.7551
22.4500,1.0781,0.7509,0.7509
22.4496,1.0899,0.7464,0.7464
22.4511,1.1009,0.7440,0.7440
22.4586,1.1088,0.7485,0.7485
22.4634,1.1182,0.7501,0.7501
22.4627,1.1306,0.7457,0.7457
22.4615,1.1433,0.7410,0.7410
22.4655,1.1530,0.7422,0.7422
22.4732,1.1603,0.7477,0.7477
22.4754,1.1713,0.7471,0.7471
22.4751,1.1838,0.7439,0.7439
22.4751,1.1962,0.7413,0.7413
22.4745,1.2092,0.7381,0.7381
22.4751,1.2214,0.7363,0.7363
22.4797,1.2304,0.7394,0.7394
22.4856,1.2383,0.7441,0.7441
22.4881,1.2491,0.7451,0.7451
22.4882,1.2619,0.7434,0.7434
22.4879,1.2750,0.7416,0.7416
22.4877,1.2881,0.7402,0.7402
22.4875,1.3012,0.7391,0.7391
22.4874,1.3142,0.7383,0.7383
22.4873,1.3272,0.7378,0.7378
22.4873,1.3402,0.7375,0.7375
22.4873,1.3531,0.7373,0.7373
22.4873,1.3661,0.7373,0.7373
22.4874,1.3790,0.7373,0.7373
22.4874,1.3920,0.7374,0.7374
22.4874,1.4050,0.7374,0.7374
22.4875,1.4179,0.7375,0.7375
22.4875,1.4309,0.7375,0.7375
22.4875,1.4439,0.7375,0.7375
22.4875,1.4569,0.7376,0.7376
22.4876,1.4699,0.7376,0.7376
22.4876,1.4830,0.7376,0.7376
22.4876,1.4960,0.7376,0.7376
22.4876,1.5090,0.7376,0.7376
22.4876,1.5220,0.7376,0.7376
22.4876,1.5350,0.7376,0.7376
22.4876,1.5481,0.7376,0.7376
22.4876,1.5611,0.7376,0.7376
22.4876,1.5741,0.7376,0.7376
22.4876,1.5871,0.7376,0.7376
22.4875,1.6001,0.7375,0.7375
22.4875,1.6131,0.7375,0.7375
22.4875,1.6261,0.7375,0.7375
22.4875,1.6391,0.7375,0.7375
22.4875,1.6521,0.7375,0.7375
22.4874,1.6650,0.7374,0.7374
22.4874,1.6780,0.7374,0.7374
22.4874,1.6910,0.7374,0.7374
22.4874,1.7039,0.7374,0.7374
22.4874,1.7169,0.7374,0.7374
22.4874,1.7299,0.7374,0.7374
22.4874,1.7429,0.7374,0.7374
22.4874,1.7559,0.7374,0.7374
22.4874,1.7689,0.7374,0.7374
22.4874,1.7819,0.7374,0.7374
22.4875,1.7949,0.7375,0.7375
22.4875,1.8080,0.7375,0.7375
22.4876,1.8211,0.7376,0.7376
22.4877,1.8342,0.7377,0.7377
22.4878,1.8473,0.7378,0.7378
22.4879,1.8604,0.7379,0.7379
22.4880,1.8736,0.7380,0.7380
22.4880,1.8866,0.7380,0.7380
22.4860,1.8976,0.7360,0.7360
22.4808,1.9054,0.7308,0.7308
22.4758,1.9133,0.7258,0.7258
22.4745,1.9250,0.7245,0.7245
22.4751,1.9386,0.7251,0.7251
22.4751,1.9517,0.7251,0.7251
22.4749,1.9644,0.7249,0.7249
22.4751,1.9776,0.7251,0.7251
22.4754,1.9909,0.7254,0.7254
22.4731,2.0017,0.7231,0.7231
22.4677,2.0092,0.7176,0.7176
22.4625,2.0171,0.7125,0.7125
22.4614,2.0289,0.7114,0.7114
22.4628,2.0434,0.7130,0.7130
22.4629,2.0564,0.7128,0.7128
22.4625,2.0691,0.7123,0.7123
22.4624,2.0819,0.7122,0.7122
22.4624,2.0949,0.7124,0.7124
22.4624,2.1079,0.7129,0.7129
22.4625,2.1210,0.7136,0.7136
22.4625,2.1340,0.7143,0.7143
22.4626,2.1469,0.7152,0.7152
22.4626,2.1598,0.7162,0.7162
22.4626,2.1727,0.7174,0.7174
22.4625,2.1855,0.7189,0.7189
22.4625,2.1982,0.7206,0.7206
22.4625,2.2109,0.7227,0.7227
22.4625,2.2235,0.7250,0.7250
22.4625,2.2359,0.7277,0.7277
22.4625,2.2483,0.7308,0.7308
22.4625,2.2607,0.7340,0.7340
22.4625,2.2729,0.7373,0.7373
22.4625,2.2852,0.7402,0.7402
22.4625,2.2975,0.7426,0.7426
22.4625,2.3098,0.7443,0.7443
22.4626,2.3221,0.7450,0.7450
22.4625,2.3345,0.7444,0.7444
22.4625,2.3469,0.7423,0.7423
22.4624,2.3594,0.7393,0.7393
22.4624,2.3720,0.7364,0.7364
22.4624,2.3847,0.7340,0.7340
22.4624,2.3974,0.7319,0.7319
22.4625,2.4102,0.7302,0.7302
22.4625,2.4231,0.7287,0.7287
22.4626,2.4360,0.7276,0.7276
22.4626,2.4490,0.7267,0.7267
22.4626,2.4620,0.7260,0.7260
22.4626,2.4749,0.7256,0.7256
22.4626,2.4879,0.7253,0.7253
22.4625,2.5008,0.7251,0.7251
22.4625,2.5137,0.7250,0.7250
22.4624,2.5267,0.7250,0.7250
22.4623,2.5396,0.7251,0.7251
22.4623,2.5526,0.7251,0.7251
22.4623,2.5656,0.7251,0.7251
22.4624,2.5787,0.7251,0.7251
22.4626,2.5919,0.7249,0.7249
22.4629,2.6052,0.7247,0.7247
22.4632,2.6185,0.7243,0.7243
22.4626,2.6309,0.7248,0.7248
22.4588,2.6400,0.7288,0.7288
22.4529,2.6471,0.7348,0.7348
22.4495,2.6568,0.7379,0.7379
22.4495,2.6700,0.7377,0.7377
22.4508,2.6838,0.7373,0.7373
22.4499,2.6963,0.7376,0.7376
22.4437,2.7066,0.7376,0.7376
22.4376,2.7172,0.7375,0.7375
22.4365,2.7297,0.7375,0.7375
22.4373,2.7430,0.7375,0.7375
22.4377,2.7562,0.7375,0.7375
22.4378,2.7693,0.7375,0.7375
22.4378,2.7822,0.7375,0.7375
22.4376,2.7952,0.7375,0.7375
22.4375,2.8081,0.7375,0.7375
22.4374,2.8211,0.7375,0.7375
22.4374,2.8341,0.7375,0.7375
22.4374,2.8471,0.7375,0.7375
22.4374,2.8601,0.7375,0.7375
22.4374,2.8731,0.7375,0.7375
22.4375,2.8861,0.7375,0.7375
22.4375,2.8991,0.7375,0.7375
22.4375,2.9121,0.7375,0.7375
22.4375,2.9251,0.7375,0.7375
22.4375,2.9381,0.7375,0.7375
22.4375,2.9511,0.7375,0.7375
22.4375,2.9641,0.7375,0.7375
22.4375,2.9771,0.7375,0.7375
22.4375,2.9901,0.7375,0.7375
22.4375,3.0031,0.7375,0.7375
22.4375,3.0161,0.7375,0.7375
22.4375,3.0291,0.7375,0.7375
22.4375,3.0421,0.7375,0.7375
22.4375,3.0551,0.7375,0.7375
22.4375,3.0681,0.7375,0.7375
22.4375,3.0811,0.7375,0.7375
22.4375,3.0941,0.7375,0.7375
22.4375,3.1071,0.7375,0.7375
22.4375,3.1201,0.7375,0.7375
22.4375,3.1331,0.7375,0.7375
22.4375,3.1461,0.7375,0.7375
22.4375,3.1591,0.7375,0.7375
22.4375,3.1721,0.7375,0.7375
22.4375,3.1851,0.7375,0.7375
22.4375,3.1981,0.7375,0.7375
22.4375,3.2111,0.7375,0.7375
22.4375,3.2241,0.7375,0.7375
22.4375,3.2371,0.7375,0.7375
22.4375,3.2501,0.7375,0.7375
22.4375,3.2631,0.7375,0.7375
22.4375,3.2761,0.7375,0.7375
22.4375,3.2891,0.7375,0.7375
22.4375,3.3021,0.7375,0.7375
22.4375,3.3151,0.7375,0.7375
22.4375,3.3281,0.7375,0.7375
22.4375,3.3411,0.7375,0.7375
22.4375,3.3541,0.7375,0.7375
22.4375,3.3672,0.7375,0.7375
22.4375,3.3802,0.7375,0.7375
22.4375,3.3932,0.7375,0.7375
22.4375,3.4062,0.7375,0.7375
22.4375,3.4192,0.7375,0.7375
22.4375,3.4322,0.7375,0.7375
22.4375,3.4451,0.7375,0.7375
22.4375,3.4581,0.7375,0.7375
22.4375,3.4711,0.7375,0.7375
22.4374,3.4841,0.7374,0.7374
22.4374,3.4971,0.7374,0.7374
22.4375,3.5101,0.7375,0.7375
22.4376,3.5232,0.7376,0.7376
22.4378,3.5364,0.7378,0.7378
22.4372,3.5489,0.7372,0.7372
22.4317,3.5564,0.7318,0.7318
22.4257,3.5633,0.7257,0.7257
22.4242,3.5749,0.7242,0.7242
22.4251,3.5888,0.7251,0.7251
22.4253,3.6019,0.7253,0.7253
22.4249,3.6146,0.7249,0.7249
22.4250,3.6276,0.7250,0.7250
22.4253,3.6410,0.7253,0.7253
22.4231,3.6518,0.7231,0.7231
22.4178,3.6594,0.7178,0.7178
22.4126,3.6672,0.7126,0.7126
22.4113,3.6789,0.7112,0.7112
22.4126,3.6933,0.7125,0.7125
22.4129,3.7065,0.7129,0.7129
22.4127,3.7194,0.7128,0.7128
22.4126,3.7322,0.7127,0.7127
22.4125,3.7451,0.7126,0.7126
22.4124,3.7581,0.7125,0.7125
22.4124,3.7710,0.7125,0.7125
22.4124,3.7840,0.7124,0.7124
22.4124,3.7971,0.7124,0.7124
22.4124,3.8101,0.7124,0.7124
22.4125,3.8231,0.7123,0.7123
22.4125,3.8361,0.7123,0.7123
22.4125,3.8492,0.7123,0.7123
22.4125,3.8622,0.7124,0.7124
22.4125,3.8752,0.7124,0.7124
22.4125,3.8882,0.7124,0.7124
22.4125,3.9012,0.7125,0.7125
22.4125,3.9142,0.7125,0.7125
22.4125,3.9272,0.7126,0.7126
22.4125,3.9402,0.7126,0.7126
22.4125,3.9532,0.7126,0.7126
22.4125,3.9662,0.7127,0.7127
22.4125,3.9791,0.7127,0.7127
22.4125,3.9921,0.7127,0.7127
22.4125,4.0051,0.7127,0.7127
22.4125,4.0181,0.7127,0.7127
22.4125,4.0311,0.7127,0.7127
22.4125,4.0441,0.7126,0.7126
22.4125,4.0571,0.7126,0.7126
22.4125,4.0701,0.7125,0.7125
22.4125,4.0831,0.7124,0.7124
22.4125,4.0961,0.7123,0.7123
22.4125,4.1092,0.7122,0.7122
22.4125,4.1222,0.7121,0.7121
22.4125,4.1352,0.7120,0.7120
22.4125,4.1482,0.7120,0.7120
22.4125,4.1612,0.7121,0.7121
22.4125,4.1742,0.7123,0.7123
22.4125,4.1872,0.7126,0.7126
22.4125,4.2002,0.7130,0.7130
22.4125,4.2131,0.7136,0.7136
22.4125,4.2260,0.7143,0.7143
22.4125,4.2390,0.7152,0.7152
22.4125,4.2519,0.7162,0.7162
22.4125,4.2647,0.7173,0.7173
22.4125,4.2776,0.7185,0.7185
22.4125,4.2904,0.7197,0.7197
22.4125,4.3033,0.7210,0.7210
22.4125,4.3161,0.7221,0.7221
22.4125,4.3290,0.7231,0.7231
22.4125,4.3419,0.7240,0.7240
22.4125,4.3548,0.7246,0.7246
22.4125,4.3677,0.7251,0.7251
22.4125,4.3806,0.7255,0.7255
22.4125,4.3936,0.7257,0.7257
22.4125,4.4066,0.7258,0.7258
22.4125,4.4196,0.7259,0.7259
22.4125,4.4326,0.7258,0.7258
22.4125,4.4456,0.7257,0.7257
22.4125,4.4586,0.7256,0.7256
22.4125,4.4716,0.7254,0.7254
22.4125,4.4847,0.7252,0.7252
22.4125,4.4977,0.7250,0.7250
22.4125,4.5107,0.7248,0.7248
22.4125,4.5238,0.7246,0.7246
22.4125,4.5368,0.7245,0.7245
22.4125,4.5498,0.7244,0.7244
22.4125,4.5628,0.7244,0.7244
22.4125,4.5758,0.7245,0.7245
22.4125,4.5888,0.7246,0.7246
22.4125,4.6018,0.7248,0.7248
22.4125,4.6147,0.7250,0.7250
22.4125,4.6277,0.7252,0.7252
22.4125,4.6407,0.7254,0.7254
22.4125,4.6537,0.7254,0.7254
22.4125,4.6666,0.7255,0.7255
22.4125,4.6796,0.7254,0.7254
22.4124,4.6926,0.7251,0.7251
22.4124,4.7057,0.7248,0.7248
22.4126,4.7189,0.7245,0.7245
22.4129,4.7322,0.7245,0.7245
22.4094,4.7415,0.7284,0.7284
22.4023,4.7475,0.7353,0.7353
22.3990,4.7572,0.7385,0.7385
22.4001,4.7713,0.7374,0.7374
22.4014,4.7856,0.7361,0.7361
22.3991,4.7963,0.7384,0.7384
22.3940,4.8042,0.7435,0.7435
22.3892,4.8124,0.7484,0.7484
22.3871,4.8233,0.7504,0.7504
22.3872,4.8364,0.7503,0.7503
22.3880,4.8502,0.7495,0.7495
22.3870,4.8622,0.7506,0.7506
22.3811,4.8694,0.7562,0.7562
22.3753,4.8767,0.7619,0.7619
22.3743,4.8884,0.7634,0.7634
22.3756,4.9025,0.7625,0.7625
22.3753,4.9156,0.7620,0.7620
22.3713,4.9266,0.7627,0.7627
22.3663,4.9375,0.7627,0.7627
22.3629,4.9492,0.7625,0.7625
22.3614,4.9616,0.7624,0.7624
22.3612,4.9746,0.7624,0.7624
22.3617,4.9878,0.7625,0.7625
